enrollment_id,student_id,course_id,enrolled_on,completion_status,payment_id
4056,9098,142,2010-10-22,dropped,4056
4057,15723,165,2011-04-25,completed,4057
4058,14039,679,2019-02-10,completed,4058
4059,2194,822,2012-07-03,completed,4059
4060,62,860,2025-07-21,enrolled,4060
4061,10485,426,2025-03-15,completed,4061
4062,4474,636,2015-03-14,completed,4062
4063,2054,41,2013-04-06,completed,4063
4064,3200,121,2024-03-23,completed,4064
4065,8325,91,2019-03-06,completed,4065
4066,8156,284,2016-03-24,dropped,4066
4067,14499,333,2010-01-18,completed,4067
4068,2996,613,2022-04-10,dropped,4068
4069,5870,415,2015-12-13,dropped,4069
4070,16897,557,2023-07-09,completed,4070
4071,1885,519,2020-03-03,dropped,4071
4072,9519,343,2015-06-24,completed,4072
4073,12319,558,2020-04-25,dropped,4073
4074,11022,207,2022-01-18,completed,4074
4075,13699,459,2014-02-28,completed,4075
4076,13247,407,2012-06-18,completed,4076
4077,13049,463,2013-04-25,completed,4077
4078,10663,748,2010-05-08,completed,4078
4079,8216,456,2009-06-09,completed,4079
4080,13753,440,2013-03-21,completed,4080
4081,2095,258,2011-11-03,completed,4081
4082,9042,332,2016-03-06,completed,4082
4083,11117,305,2009-06-11,completed,4083
4084,4914,208,2014-04-12,completed,4084
4085,894,537,2021-07-29,dropped,4085
4086,899,364,2008-05-17,completed,4086
4087,7022,229,2024-10-09,completed,4087
4088,13595,578,2017-12-22,completed,4088
4089,6871,377,2019-01-18,completed,4089
4090,14948,613,2022-04-10,completed,4090
4091,9504,838,2013-05-13,completed,4091
4092,1386,62,2020-07-14,completed,4092
4093,9953,27,2019-02-04,dropped,4093
4094,14102,808,2009-07-05,dropped,4094
4095,6338,449,2024-03-21,completed,4095
4096,10990,84,2019-04-23,completed,4096
4097,1607,302,2012-09-02,completed,4097
4098,15461,559,2020-06-23,completed,4098
4099,16910,577,2013-12-08,completed,4099
4100,10056,368,2021-07-02,dropped,4100
4101,11642,425,2023-03-16,completed,4101
4102,7203,558,2020-05-20,completed,4102
4103,10277,627,2018-12-15,completed,4103
4104,6338,239,2015-04-12,completed,4104
4105,10292,449,2024-03-27,completed,4105
4106,3133,128,2013-09-30,completed,4106
4107,14485,602,2014-05-20,completed,4107
4108,4970,896,2025-05-21,enrolled,4108
4109,11329,803,2021-12-06,completed,4109
4110,15692,297,2013-04-12,dropped,4110
4111,11744,23,2012-08-26,completed,4111
4112,5348,253,2015-06-26,completed,4112
4113,8895,488,2024-08-28,completed,4113
4114,8232,175,2016-01-09,completed,4114
4115,12229,108,2009-10-08,dropped,4115
4116,7943,348,2021-08-24,completed,4116
4117,3458,128,2013-10-07,completed,4117
4118,4884,451,2015-06-11,completed,4118
4119,13929,428,2022-09-11,completed,4119
4120,6738,909,2025-05-29,enrolled,4120
4121,4450,607,2018-02-18,completed,4121
4122,17047,505,2014-10-26,completed,4122
4123,2769,266,2011-09-11,completed,4123
4124,9382,830,2013-12-24,completed,4124
4125,17195,690,2024-01-12,completed,4125
4126,1879,850,2014-01-27,completed,4126
4127,14281,770,2021-10-31,completed,4127
4128,16731,307,2024-10-29,enrolled,4128
4129,16380,761,2020-10-25,completed,4129
4130,11603,100,2010-06-16,dropped,4130
4131,11898,626,2013-05-31,dropped,4131
4132,15554,622,2019-06-11,completed,4132
4133,7572,429,2023-08-04,completed,4133
4134,7807,362,2011-03-13,completed,4134
4135,3221,724,2015-04-13,completed,4135
4136,9111,210,2018-11-03,completed,4136
4137,2705,765,2012-03-19,dropped,4137
4138,3744,64,2011-01-26,completed,4138
4139,17277,707,2014-08-15,completed,4139
4140,7143,831,2012-05-19,completed,4140
4141,13048,536,2021-01-08,completed,4141
4142,14099,527,2012-11-25,completed,4142
4143,4138,699,2019-06-22,completed,4143
4144,2161,544,2018-12-03,completed,4144
4145,7383,145,2020-09-11,completed,4145
4146,11272,895,2025-06-17,enrolled,4146
4147,5153,245,2012-12-07,completed,4147
4148,9575,98,2023-07-17,completed,4148
4149,7933,508,2018-02-27,completed,4149
4150,14303,692,2009-08-12,completed,4150
4151,2116,873,2025-07-30,enrolled,4151
4152,8855,195,2016-01-12,completed,4152
4153,17397,880,2025-06-07,enrolled,4153
4154,843,653,2017-10-05,completed,4154
4155,4750,860,2025-07-24,enrolled,4155
4156,9203,429,2023-07-17,completed,4156
4157,1767,38,2013-02-28,completed,4157
4158,15049,792,2014-05-12,dropped,4158
4159,2385,490,2020-08-27,completed,4159
4160,12598,895,2025-06-28,enrolled,4160
4161,16412,643,2022-02-21,completed,4161
4162,10012,70,2020-09-01,dropped,4162
4163,2977,166,2013-04-28,dropped,4163
4164,15359,692,2009-07-22,completed,4164
4165,12608,227,2011-11-22,completed,4165
4166,3236,551,2019-11-16,completed,4166
4167,15673,733,2012-03-16,dropped,4167
4168,15941,351,2016-02-16,completed,4168
4169,5791,811,2010-02-10,dropped,4169
4170,2220,514,2020-08-16,completed,4170
4171,2632,338,2021-07-05,completed,4171
4172,6946,712,2010-10-18,completed,4172
4173,4731,11,2021-10-09,completed,4173
4174,4374,84,2019-03-25,completed,4174
4175,17192,816,2016-06-10,completed,4175
4176,12823,667,2013-12-12,completed,4176
4177,14949,726,2008-08-15,completed,4177
4178,1084,365,2021-09-11,completed,4178
4179,6229,7,2014-04-18,completed,4179
4180,5302,284,2016-03-14,dropped,4180
4181,8393,453,2012-09-10,completed,4181
4182,8933,259,2022-02-13,completed,4182
4183,14032,179,2011-05-12,completed,4183
4184,4824,250,2019-07-18,completed,4184
4185,14800,342,2018-05-20,dropped,4185
4186,2513,469,2015-03-28,completed,4186
4187,6610,814,2025-04-03,enrolled,4187
4188,10682,781,2009-01-25,completed,4188
4189,964,338,2021-07-15,completed,4189
4190,4165,657,2014-03-03,completed,4190
4191,8079,529,2014-05-05,completed,4191
4192,1000,230,2013-09-06,completed,4192
4193,11885,232,2015-03-03,completed,4193
4194,4737,867,2025-07-12,enrolled,4194
4195,935,258,2011-10-29,completed,4195
4196,4274,295,2008-08-16,completed,4196
4197,8231,545,2020-10-31,completed,4197
4198,14409,386,2020-08-21,completed,4198
4199,11527,587,2010-06-08,completed,4199
4200,2143,832,2019-05-22,completed,4200
4201,11262,391,2021-03-07,completed,4201
4202,7745,871,2025-08-15,enrolled,4202
4203,10768,824,2017-05-26,completed,4203
4204,911,812,2010-03-27,completed,4204
4205,15429,258,2011-10-26,completed,4205
4206,12884,482,2018-10-02,completed,4206
4207,7746,535,2009-08-31,completed,4207
4208,3391,797,2022-06-05,completed,4208
4209,2049,831,2012-06-02,completed,4209
4210,9960,695,2009-06-01,completed,4210
4211,3044,595,2014-08-31,completed,4211
4212,7235,766,2017-05-26,completed,4212
4213,11420,470,2011-05-16,completed,4213
4214,13093,686,2023-04-19,completed,4214
4215,11493,570,2013-12-12,completed,4215
4216,4345,326,2021-04-11,completed,4216
4217,14831,254,2013-09-23,completed,4217
4218,8952,274,2023-09-11,dropped,4218
4219,13233,473,2017-07-18,dropped,4219
4220,11097,162,2024-06-30,completed,4220
4221,7636,688,2022-04-07,completed,4221
4222,14601,427,2019-12-30,completed,4222
4223,4746,516,2015-08-15,completed,4223
4224,15862,298,2009-04-28,completed,4224
4225,3578,855,2019-01-08,completed,4225
4226,12437,885,2025-05-10,enrolled,4226
4227,10226,365,2021-09-04,completed,4227
4228,13665,625,2009-07-13,completed,4228
4229,8263,761,2020-09-29,completed,4229
4230,13049,636,2015-03-02,completed,4230
4231,5527,435,2019-06-18,completed,4231
4232,13218,637,2017-12-18,completed,4232
4233,557,490,2020-09-16,completed,4233
4234,6574,535,2009-08-21,completed,4234
4235,10661,388,2016-02-17,completed,4235
4236,17237,596,2012-08-01,completed,4236
4237,6834,690,2024-01-19,completed,4237
4238,7700,613,2022-04-14,completed,4238
4239,10515,246,2023-11-16,completed,4239
4240,17454,240,2015-09-20,completed,4240
4241,16567,294,2010-08-11,completed,4241
4242,3606,70,2020-09-06,completed,4242
4243,251,831,2012-05-17,dropped,4243
4244,16956,247,2020-01-21,completed,4244
4245,4549,753,2025-03-20,enrolled,4245
4246,5352,301,2008-04-30,completed,4246
4247,15526,253,2015-06-19,dropped,4247
4248,9276,786,2023-11-09,completed,4248
4249,15938,149,2022-06-23,dropped,4249
4250,1179,797,2022-06-05,dropped,4250
4251,8664,6,2024-11-09,enrolled,4251
4252,1409,380,2015-09-24,completed,4252
4253,8238,519,2020-03-13,completed,4253
4254,6817,47,2009-03-15,dropped,4254
4255,16434,486,2014-06-25,completed,4255
4256,1695,281,2021-03-28,completed,4256
4257,15905,473,2017-07-11,dropped,4257
4258,15120,657,2014-02-17,completed,4258
4259,2887,614,2025-03-16,completed,4259
4260,424,566,2010-02-14,dropped,4260
4261,14077,462,2020-12-06,completed,4261
4262,16501,487,2024-11-11,enrolled,4262
4263,2320,475,2018-01-22,completed,4263
4264,11256,910,2025-07-05,enrolled,4264
4265,13205,11,2021-10-05,completed,4265
4266,15696,664,2025-03-20,enrolled,4266
4267,10657,572,2013-04-22,completed,4267
4268,1677,691,2023-06-16,dropped,4268
4269,12428,678,2010-03-10,completed,4269
4270,10408,650,2016-12-17,completed,4270
4271,10742,382,2008-07-08,dropped,4271
4272,5956,775,2021-01-24,completed,4272
4273,1307,713,2024-02-17,completed,4273
4274,1909,205,2018-04-01,dropped,4274
4275,1947,302,2012-08-24,completed,4275
4276,12518,20,2023-12-20,completed,4276
4277,15790,300,2013-05-01,dropped,4277
4278,9123,295,2008-09-09,completed,4278
4279,11210,843,2023-11-06,completed,4279
4280,9895,2,2024-01-03,completed,4280
4281,2428,612,2008-12-28,completed,4281
4282,10630,741,2016-09-09,completed,4282
4283,12491,469,2015-03-29,completed,4283
4284,5735,516,2015-08-05,dropped,4284
4285,2715,541,2012-10-25,completed,4285
4286,5445,506,2020-04-26,completed,4286
4287,9762,61,2017-06-29,completed,4287
4288,10772,612,2008-12-17,completed,4288
4289,13631,422,2009-12-21,completed,4289
4290,3789,141,2011-03-27,completed,4290
4291,4811,766,2017-05-05,completed,4291
4292,12736,876,2025-08-27,enrolled,4292
4293,9068,106,2023-05-25,completed,4293
4294,6842,615,2019-09-25,completed,4294
4295,5484,188,2024-12-07,enrolled,4295
4296,7708,375,2017-05-28,completed,4296
4297,13003,681,2013-07-17,completed,4297
4298,17085,753,2025-04-02,enrolled,4298
4299,5702,217,2009-10-07,completed,4299
4300,652,401,2014-08-24,completed,4300
4301,10730,773,2013-10-29,completed,4301
4302,10403,654,2015-03-25,completed,4302
4303,17448,729,2017-12-08,dropped,4303
4304,11375,856,2020-05-22,completed,4304
4305,8978,328,2020-01-20,dropped,4305
4306,3813,349,2014-12-18,completed,4306
4307,16635,885,2025-05-11,enrolled,4307
4308,11275,14,2016-07-25,dropped,4308
4309,2560,553,2008-05-27,completed,4309
4310,14129,613,2022-03-26,dropped,4310
4311,2195,192,2020-02-22,completed,4311
4312,7136,601,2016-10-25,completed,4312
4313,10929,148,2012-11-27,completed,4313
4314,6279,167,2010-02-21,completed,4314
4315,7235,832,2019-06-03,completed,4315
4316,10000,125,2008-08-08,dropped,4316
4317,16765,154,2017-03-17,dropped,4317
4318,592,517,2013-09-11,completed,4318
4319,10140,83,2020-02-05,completed,4319
4320,13316,217,2009-10-05,completed,4320
4321,14326,816,2016-06-16,completed,4321
4322,5390,159,2020-06-29,completed,4322
4323,4314,410,2024-11-13,completed,4323
4324,5721,409,2016-08-09,completed,4324
4325,3859,208,2014-04-26,dropped,4325
4326,1224,348,2021-08-19,dropped,4326
4327,243,145,2020-09-09,completed,4327
4328,201,139,2020-11-18,completed,4328
4329,7183,89,2013-10-21,completed,4329
4330,6756,773,2013-11-02,completed,4330
4331,6279,89,2013-10-25,completed,4331
4332,2356,469,2015-03-23,completed,4332
4333,13324,556,2020-01-06,completed,4333
4334,16811,9,2017-10-23,completed,4334
4335,6326,52,2014-11-27,completed,4335
4336,12174,129,2014-10-21,dropped,4336
4337,8107,320,2012-02-08,completed,4337
4338,4639,814,2025-03-15,enrolled,4338
4339,5486,229,2024-10-10,dropped,4339
4340,6054,897,2025-09-30,enrolled,4340
4341,4409,549,2014-12-30,completed,4341
4342,13001,774,2024-04-26,completed,4342
4343,1085,694,2016-01-08,dropped,4343
4344,10032,273,2014-07-19,dropped,4344
4345,8315,393,2021-11-03,completed,4345
4346,15733,14,2016-08-05,completed,4346
4347,6159,823,2012-07-23,dropped,4347
4348,12628,757,2017-03-10,completed,4348
4349,13792,410,2024-11-11,completed,4349
4350,740,169,2020-04-22,completed,4350
4351,11371,94,2017-03-13,completed,4351
4352,10686,802,2012-02-02,completed,4352
4353,7419,815,2012-11-01,completed,4353
4354,16696,903,2025-05-06,enrolled,4354
4355,3136,198,2018-04-05,completed,4355
4356,12231,363,2024-07-08,completed,4356
4357,3593,872,2025-06-16,enrolled,4357
4358,7377,52,2014-11-21,completed,4358
4359,5933,606,2022-11-04,completed,4359
4360,14761,405,2018-07-06,completed,4360
4361,4126,736,2012-05-29,completed,4361
4362,2681,540,2012-12-11,completed,4362
4363,2888,93,2009-03-02,completed,4363
4364,13000,427,2019-11-30,completed,4364
4365,4507,454,2019-07-31,completed,4365
4366,8676,96,2010-06-08,dropped,4366
4367,16124,382,2008-06-09,dropped,4367
4368,5872,764,2010-07-30,completed,4368
4369,13735,800,2017-07-18,completed,4369
4370,5098,493,2014-11-29,completed,4370
4371,10459,27,2019-02-07,completed,4371
4372,13776,521,2022-08-16,completed,4372
4373,17385,447,2015-07-24,completed,4373
4374,17281,17,2018-07-23,completed,4374
4375,11956,501,2023-06-20,completed,4375
4376,17199,390,2013-11-26,completed,4376
4377,3327,77,2010-02-20,completed,4377
4378,1933,396,2019-10-26,completed,4378
4379,10870,162,2024-07-24,completed,4379
4380,12155,121,2024-03-10,completed,4380
4381,1657,834,2010-04-04,dropped,4381
4382,4344,340,2013-12-18,completed,4382
4383,14552,670,2013-11-30,completed,4383
4384,8558,498,2012-09-22,completed,4384
4385,17259,6,2024-11-28,enrolled,4385
4386,10494,416,2009-06-17,completed,4386
4387,6369,858,2025-06-27,enrolled,4387
4388,2422,783,2015-03-18,completed,4388
4389,8135,554,2014-01-18,completed,4389
4390,11846,660,2023-03-20,completed,4390
4391,5629,904,2025-05-30,enrolled,4391
4392,3148,59,2010-05-01,completed,4392
4393,14896,252,2009-11-10,dropped,4393
4394,51,313,2020-11-14,dropped,4394
4395,10176,388,2016-03-10,completed,4395
4396,16602,782,2018-10-28,dropped,4396
4397,15281,771,2020-12-09,completed,4397
4398,3958,572,2013-04-04,completed,4398
4399,4450,476,2021-05-21,dropped,4399
4400,9119,724,2015-04-26,completed,4400
4401,9036,655,2014-01-25,completed,4401
4402,1646,458,2016-07-23,completed,4402
4403,3400,676,2015-01-18,completed,4403
4404,5223,295,2008-09-09,completed,4404
4405,14367,420,2015-12-05,completed,4405
4406,13898,510,2017-01-25,completed,4406
4407,5089,174,2020-11-30,completed,4407
4408,7482,483,2009-03-16,completed,4408
4409,3749,155,2022-11-21,completed,4409
4410,15823,472,2021-11-07,completed,4410
4411,7884,658,2022-01-25,completed,4411
4412,10379,242,2023-01-21,completed,4412
4413,3318,56,2008-05-05,completed,4413
4414,6866,765,2012-03-10,completed,4414
4415,7796,422,2009-12-12,completed,4415
4416,5313,188,2024-12-01,enrolled,4416
4417,6632,902,2025-09-18,enrolled,4417
4418,1231,83,2020-02-13,completed,4418
4419,5056,845,2009-11-18,completed,4419
4420,3036,33,2013-06-04,completed,4420
4421,13280,784,2021-05-11,completed,4421
4422,3036,391,2021-04-04,dropped,4422
4423,9959,814,2025-03-22,enrolled,4423
4424,15393,749,2015-08-16,completed,4424
4425,6751,534,2020-06-19,completed,4425
4426,7179,30,2016-07-05,completed,4426
4427,17057,847,2020-04-28,completed,4427
4428,7112,833,2019-06-20,completed,4428
4429,13267,237,2012-10-25,dropped,4429
4430,8728,626,2013-06-09,completed,4430
4431,1131,681,2013-07-13,completed,4431
4432,1935,323,2008-06-25,completed,4432
4433,1171,660,2023-03-15,completed,4433
4434,2752,197,2012-07-26,completed,4434
4435,7946,711,2020-10-24,completed,4435
4436,3869,119,2023-10-02,completed,4436
4437,7779,406,2019-06-26,completed,4437
4438,4081,596,2012-07-26,completed,4438
4439,14514,181,2018-02-06,completed,4439
4440,15136,720,2010-02-19,completed,4440
4441,6874,160,2024-09-01,completed,4441
4442,15152,495,2018-05-31,completed,4442
4443,15831,587,2010-06-15,completed,4443
4444,15095,90,2019-05-31,dropped,4444
4445,17551,490,2020-09-13,completed,4445
4446,2360,868,2025-07-18,enrolled,4446
4447,2867,664,2025-03-11,enrolled,4447
4448,5964,267,2018-07-15,completed,4448
4449,13829,251,2023-10-21,completed,4449
4450,2752,153,2022-11-18,completed,4450
4451,6750,55,2009-06-08,completed,4451
4452,9000,211,2008-08-14,completed,4452
4453,9536,644,2016-09-15,completed,4453
4454,6566,550,2015-02-23,completed,4454
4455,2445,806,2010-05-30,completed,4455
4456,16219,275,2010-08-29,completed,4456
4457,2449,526,2015-03-27,completed,4457
4458,14214,50,2014-03-07,completed,4458
4459,4727,490,2020-08-30,completed,4459
4460,4063,83,2020-01-31,completed,4460
4461,4112,77,2010-02-03,completed,4461
4462,15938,685,2010-05-31,completed,4462
4463,4671,181,2018-02-24,completed,4463
4464,500,586,2009-12-11,completed,4464
4465,12320,112,2009-09-26,completed,4465
4466,10846,761,2020-10-18,completed,4466
4467,5267,54,2022-05-01,completed,4467
4468,2288,514,2020-09-09,completed,4468
4469,5476,679,2019-02-05,completed,4469
4470,17207,301,2008-05-09,completed,4470
4471,15373,832,2019-05-28,completed,4471
4472,12829,401,2014-08-11,completed,4472
4473,13604,564,2013-07-20,completed,4473
4474,717,607,2018-03-03,completed,4474
4475,13427,229,2024-10-15,completed,4475
4476,15389,665,2015-12-18,completed,4476
4477,1719,124,2022-12-12,completed,4477
4478,11084,893,2025-05-10,enrolled,4478
4479,8971,69,2011-04-10,dropped,4479
4480,463,157,2015-11-23,completed,4480
4481,15016,347,2012-02-26,dropped,4481
4482,16471,22,2010-07-31,completed,4482
4483,15898,98,2023-07-11,completed,4483
4484,15180,204,2017-02-28,completed,4484
4485,11371,251,2023-10-08,completed,4485
4486,12330,508,2018-02-27,completed,4486
4487,8983,26,2011-08-06,completed,4487
4488,721,229,2024-10-18,completed,4488
4489,4879,708,2012-05-12,completed,4489
4490,15519,637,2017-12-17,completed,4490
4491,11287,272,2020-12-07,completed,4491
4492,15259,163,2020-02-22,completed,4492
4493,12316,722,2024-11-20,enrolled,4493
4494,8327,800,2017-07-24,dropped,4494
4495,16302,550,2015-02-17,completed,4495
4496,8,382,2008-07-09,completed,4496
4497,1521,506,2020-05-23,completed,4497
4498,17009,455,2019-05-31,dropped,4498
4499,14930,793,2009-07-10,completed,4499
4500,210,263,2016-04-09,completed,4500
4501,12905,264,2020-03-29,completed,4501
4502,9205,401,2014-08-03,completed,4502
4503,16129,759,2008-09-30,dropped,4503
4504,14858,2,2023-12-10,completed,4504
4505,3257,836,2013-09-23,completed,4505
4506,7083,676,2014-12-25,dropped,4506
4507,5921,380,2015-09-25,dropped,4507
4508,5345,193,2019-10-09,completed,4508
4509,11770,449,2024-03-21,completed,4509
4510,12280,53,2024-04-15,completed,4510
4511,1537,266,2011-09-05,completed,4511
4512,11753,789,2021-12-05,completed,4512
4513,2609,132,2023-02-12,dropped,4513
4514,5095,431,2011-01-28,completed,4514
4515,14349,723,2018-12-23,completed,4515
4516,3271,460,2015-04-28,completed,4516
4517,4300,135,2015-10-05,completed,4517
4518,436,413,2021-07-20,completed,4518
4519,15228,687,2009-07-19,dropped,4519
4520,1493,571,2024-06-13,completed,4520
4521,1554,831,2012-05-15,completed,4521
4522,13947,471,2010-12-26,completed,4522
4523,8131,435,2019-07-16,completed,4523
4524,1001,289,2015-05-15,completed,4524
4525,7955,382,2008-06-13,completed,4525
4526,16769,841,2017-08-14,completed,4526
4527,10875,480,2012-01-07,completed,4527
4528,11204,677,2015-09-09,completed,4528
